  0.00000000E+00 -0.91158449E+01
  0.14746343E-01 -0.91151970E+01
  0.29492686E-01 -0.91132553E+01
  0.44239028E-01 -0.91100261E+01
  0.58985371E-01 -0.91055195E+01
  0.73731714E-01 -0.90997490E+01
  0.88478057E-01 -0.90927310E+01
  0.10322440E+00 -0.90844837E+01
  0.11797074E+00 -0.90750265E+01
  0.13271708E+00 -0.90643788E+01
  0.14746343E+00 -0.90525594E+01
  0.16220977E+00 -0.90395851E+01
  0.17695611E+00 -0.90254703E+01
  0.19170246E+00 -0.90102260E+01
  0.20644880E+00 -0.89938591E+01
  0.22119514E+00 -0.89763724E+01
  0.23594148E+00 -0.89577639E+01
  0.25068783E+00 -0.89380275E+01
  0.26543417E+00 -0.89171527E+01
  0.28018051E+00 -0.88951257E+01
  0.29492686E+00 -0.88719297E+01
  0.30967320E+00 -0.88475462E+01
  0.32441954E+00 -0.88219557E+01
  0.33916588E+00 -0.87951394E+01
  0.35391223E+00 -0.87670796E+01
  0.36865857E+00 -0.87377614E+01
  0.38340491E+00 -0.87071731E+01
  0.39815125E+00 -0.86753073E+01
  0.41289760E+00 -0.86421614E+01
  0.42764394E+00 -0.86077376E+01
  0.44239028E+00 -0.85720430E+01
  0.45713663E+00 -0.85350892E+01
  0.47188297E+00 -0.84968919E+01
  0.48662931E+00 -0.84574695E+01
  0.50137565E+00 -0.84168431E+01
  0.51612200E+00 -0.83750342E+01
  0.53086834E+00 -0.83320646E+01
  0.54561468E+00 -0.82879546E+01
  0.56036103E+00 -0.82427225E+01
  0.57510737E+00 -0.81963834E+01
  0.58985371E+00 -0.81489490E+01
  0.60460005E+00 -0.81004268E+01
  0.61934640E+00 -0.80508205E+01
  0.63409274E+00 -0.80001302E+01
  0.64883908E+00 -0.79483525E+01
  0.66358542E+00 -0.78954815E+01
  0.67833177E+00 -0.78415097E+01
  0.69307811E+00 -0.77864285E+01
  0.70782445E+00 -0.77302299E+01
  0.72257080E+00 -0.76729066E+01
  0.73731714E+00 -0.76144537E+01
  0.75206348E+00 -0.75548686E+01
  0.76680982E+00 -0.74941523E+01
  0.78155617E+00 -0.74323089E+01
  0.79630251E+00 -0.73693467E+01
  0.81104885E+00 -0.73052773E+01
  0.82579519E+00 -0.72401157E+01
  0.84054154E+00 -0.71738804E+01
  0.85528788E+00 -0.71065919E+01
  0.87003422E+00 -0.70382734E+01
  0.88478057E+00 -0.69689496E+01
  0.89952691E+00 -0.68986465E+01
  0.91427325E+00 -0.68273914E+01
  0.92901959E+00 -0.67552122E+01
  0.94376594E+00 -0.66821379E+01
  0.95851228E+00 -0.66081987E+01
  0.97325862E+00 -0.65334259E+01
  0.98800497E+00 -0.64578528E+01
  0.10027513E+01 -0.63815153E+01
  0.10174977E+01 -0.63044523E+01
  0.10322440E+01 -0.62267067E+01
  0.10469903E+01 -0.61483262E+01
  0.10617367E+01 -0.60693642E+01
  0.10764830E+01 -0.59898809E+01
  0.10912294E+01 -0.59099442E+01
  0.11059757E+01 -0.58296312E+01
  0.11207221E+01 -0.57490288E+01
  0.11354684E+01 -0.56682358E+01
  0.11502147E+01 -0.55873641E+01
  0.11649611E+01 -0.55065405E+01
  0.11797074E+01 -0.54259087E+01
  0.11944538E+01 -0.53456320E+01
  0.12092001E+01 -0.52658953E+01
  0.12239464E+01 -0.51869086E+01
  0.12386928E+01 -0.51089097E+01
  0.12534391E+01 -0.50321677E+01
  0.12681855E+01 -0.49569864E+01
  0.12829318E+01 -0.48837073E+01
  0.12976782E+01 -0.48127125E+01
  0.13124245E+01 -0.47444265E+01
  0.13271708E+01 -0.46793162E+01
  0.13419172E+01 -0.46178899E+01
  0.13566635E+01 -0.45606922E+01
  0.13714099E+01 -0.45082961E+01
  0.13861562E+01 -0.44612902E+01
  0.14009026E+01 -0.44202619E+01
  0.14156489E+01 -0.43857749E+01
  0.14303952E+01 -0.43583446E+01
  0.14451416E+01 -0.43384100E+01
  0.14598879E+01 -0.43263076E+01
  0.14746343E+01 -0.43222494E+01
  0.14893133E+01 -0.43216440E+01
  0.15039922E+01 -0.43198227E+01
  0.15186712E+01 -0.43167706E+01
  0.15333502E+01 -0.43124639E+01
  0.15480291E+01 -0.43068707E+01
  0.15627081E+01 -0.42999530E+01
  0.15773871E+01 -0.42916685E+01
  0.15920661E+01 -0.42819726E+01
  0.16067450E+01 -0.42708206E+01
  0.16214240E+01 -0.42581702E+01
  0.16361030E+01 -0.42439829E+01
  0.16507820E+01 -0.42282262E+01
  0.16654609E+01 -0.42108746E+01
  0.16801399E+01 -0.41919110E+01
  0.16948189E+01 -0.41713271E+01
  0.17094979E+01 -0.41491230E+01
  0.17241768E+01 -0.41253076E+01
  0.17388558E+01 -0.40998967E+01
  0.17535348E+01 -0.40729129E+01
  0.17682138E+01 -0.40443832E+01
  0.17828927E+01 -0.40143377E+01
  0.17975717E+01 -0.39828078E+01
  0.18122507E+01 -0.39498244E+01
  0.18269297E+01 -0.39154162E+01
  0.18416086E+01 -0.38796084E+01
  0.18562876E+01 -0.38424213E+01
  0.18709666E+01 -0.38038697E+01
  0.18856456E+01 -0.37639626E+01
  0.19003245E+01 -0.37227029E+01
  0.19150035E+01 -0.36800879E+01
  0.19296825E+01 -0.36361100E+01
  0.19443614E+01 -0.35907577E+01
  0.19590404E+01 -0.35440168E+01
  0.19737194E+01 -0.34958718E+01
  0.19883984E+01 -0.34463072E+01
  0.20030773E+01 -0.33953090E+01
  0.20177563E+01 -0.33428660E+01
  0.20324353E+01 -0.32889704E+01
  0.20471143E+01 -0.32336191E+01
  0.20617932E+01 -0.31768140E+01
  0.20764722E+01 -0.31185619E+01
  0.20911512E+01 -0.30588746E+01
  0.21058302E+01 -0.29977684E+01
  0.21205091E+01 -0.29352632E+01
  0.21351881E+01 -0.28713814E+01
  0.21498671E+01 -0.28061471E+01
  0.21645461E+01 -0.27395844E+01
  0.21792250E+01 -0.26717166E+01
  0.21939040E+01 -0.26025646E+01
  0.22085830E+01 -0.25321461E+01
  0.22232620E+01 -0.24604747E+01
  0.22379409E+01 -0.23875591E+01
  0.22526199E+01 -0.23134032E+01
  0.22672989E+01 -0.22380055E+01
  0.22819779E+01 -0.21613598E+01
  0.22966568E+01 -0.20834555E+01
  0.23113358E+01 -0.20042783E+01
  0.23260148E+01 -0.19238116E+01
  0.23408214E+01 -0.20065568E+01
  0.23556280E+01 -0.20911210E+01
  0.23704346E+01 -0.21774634E+01
  0.23852412E+01 -0.22655364E+01
  0.24000479E+01 -0.23552839E+01
  0.24148545E+01 -0.24466403E+01
  0.24296611E+01 -0.25395290E+01
  0.24444677E+01 -0.26338629E+01
  0.24592743E+01 -0.27295440E+01
  0.24740809E+01 -0.28264643E+01
  0.24888876E+01 -0.29245071E+01
  0.25036942E+01 -0.30235485E+01
  0.25185008E+01 -0.31234592E+01
