 written on 18Sep2020 at 23:47:03 
           2
         229
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1
  -10   -5    0    1    1    0.000209   -0.000000
  -10   -5    0    2    1   -0.000136    0.000001
  -10   -5    0    1    2   -0.000090   -0.000000
  -10   -5    0    2    2    0.000210    0.000000
   -9   -6    0    1    1    0.000081   -0.000000
   -9   -6    0    2    1   -0.000145    0.000000
   -9   -6    0    1    2    0.000056    0.000000
   -9   -6    0    2    2    0.000081   -0.000000
   -9   -5    0    1    1   -0.000059   -0.000000
   -9   -5    0    2    1    0.000125    0.000000
   -9   -5    0    1    2    0.000262    0.000000
   -9   -5    0    2    2   -0.000059   -0.000000
   -9   -4    0    1    1   -0.000059   -0.000000
   -9   -4    0    2    1   -0.000135   -0.000000
   -9   -4    0    1    2    0.000055   -0.000000
   -9   -4    0    2    2   -0.000059    0.000000
   -9   -3    0    1    1    0.000082    0.000000
   -9   -3    0    2    1    0.000125   -0.000000
   -9   -3    0    1    2    0.000059    0.000000
   -9   -3    0    2    2    0.000081   -0.000000
   -8   -7    0    1    1   -0.000163    0.000001
   -8   -7    0    2    1   -0.000151   -0.000000
   -8   -7    0    1    2   -0.000046    0.000000
   -8   -7    0    2    2   -0.000162   -0.000000
   -8   -6    0    1    1   -0.000078    0.000000
   -8   -6    0    2    1    0.000038   -0.000000
   -8   -6    0    1    2    0.000297   -0.000000
   -8   -6    0    2    2   -0.000078   -0.000000
   -8   -5    0    1    1   -0.000177   -0.000000
   -8   -5    0    2    1   -0.000144   -0.000000
   -8   -5    0    1    2   -0.000071   -0.000000
   -8   -5    0    2    2   -0.000178   -0.000000
   -8   -4    0    1    1   -0.000062   -0.000000
   -8   -4    0    2    1    0.000014   -0.000000
   -8   -4    0    1    2   -0.000071    0.000000
   -8   -4    0    2    2   -0.000063   -0.000000
   -8   -3    0    1    1   -0.000177   -0.000000
   -8   -3    0    2    1    0.000014   -0.000001
   -8   -3    0    1    2    0.000297    0.000000
   -8   -3    0    2    2   -0.000178    0.000000
   -8   -2    0    1    1   -0.000078    0.000000
   -8   -2    0    2    1   -0.000144   -0.000000
   -8   -2    0    1    2   -0.000046   -0.000000
   -8   -2    0    2    2   -0.000078   -0.000000
   -8   -1    0    1    1   -0.000163   -0.000000
   -8   -1    0    2    1    0.000038   -0.000000
   -8   -1    0    1    2    0.000269   -0.000000
   -8   -1    0    2    2   -0.000162   -0.000000
   -7   -7    0    1    1   -0.000139   -0.000000
   -7   -7    0    2    1    0.000270   -0.000000
   -7   -7    0    1    2    0.000017   -0.000000
