G                               1         0.0000000000      0.0000000000      0.0000000000      0.0000000000
M                             101         1.4746342766      0.5000000000     -0.5000000000      0.0000000000
K                             159         2.3260147734      0.6666666667     -0.3333333333      0.0000000000
G                             274         4.0287757666      0.0000000000      0.0000000000      0.0000000000
